"Name","Surname","Gender","DoB","Faculty","UG.PG","FakePhone","FakeID","Age"
"Essence","Ferguson","F",1969-03-12,5,"PG","(521) 921-1567",50535472,56
"Brynn","Benjamin","F",1973-06-19,8,"PG","(731) 995-8900",33733123,51
"Alayna","Walker","F",2002-07-27,5,"UG","(912) 520-9546",46326610,22
"Paulina","Luna","F",1983-05-01,10,"PG","(381) 588-0203",32191458,42
"Kieran","Matthews","M",2001-05-22,7,"UG","(203) 680-7340",45612231,24
"Felicity","Galvan","F",2001-12-31,8,"UG","(565) 704-8809",34106098,23
"Josh","Fox","M",2005-07-21,1,"UG","(263) 290-8586",33173766,19
"Jewel","Hutchinson","F",2002-04-18,2,"UG","(295) 265-3102",40188588,23
"Kendall","Berger","F",2001-10-01,1,"UG","(578) 555-8376",39935734,23
"Nicole","Evans","F",2004-05-27,1,"UG","(549) 611-7164",35414526,21
"Talon","Simpson","M",2002-05-02,6,"UG","(605) 392-4439",50729462,23
"Khalil","Fuller","M",2000-07-12,6,"UG","(540) 371-2612",47116601,24
"Yahir","Vance","M",1963-08-25,6,"PG","(836) 386-4007",48007078,61
"Giovani","Willis","M",2001-12-05,5,"UG","(958) 255-5921",48283079,23
"Porter","Zavala","M",1977-07-24,4,"UG","(257) 590-8066",50350766,47
"Stephen","Glover","M",2004-07-13,10,"UG","(478) 755-6336",44166623,20
"Kody","Jimenez","M",2004-12-14,1,"UG","(912) 204-4466",37724201,20
"Zechariah","Luna","M",2003-10-13,3,"UG","(891) 677-0102",34396635,21
"Giovani","Pratt","",2005-04-19,10,"UG","(388) 902-7193",47163604,20
"Sylvia","Watts","F",1987-02-16,7,"UG","(350) 200-9722",34357719,38
"Maddison","Sanford","F",2004-04-13,1,"UG","(562) 588-4187",45693416,21
"Kimora","Holder","F",2001-05-25,1,"UG","(214) 458-2091",45036438,24
"Diana","Davenport","",2000-10-30,5,"UG","(916) 583-1426",44986871,24
"Kylan","Harrell","M",2003-10-06,1,"UG","(496) 424-4150",34967385,21
"Jaydan","Camacho","M",1982-07-13,3,"PG","(638) 579-7944",42045424,42
"Ricky","Schmidt","M",1999-10-27,10,"UG","(907) 673-6937",34371464,25
"Carley","Ball","F",1989-04-18,4,"UG","(836) 380-7973",38036399,36
"Emely","Chavez","F",1989-03-31,1,"PG","(557) 600-2379",47549837,36
"Lia","Webb","F",2004-05-24,5,"UG","(764) 619-2779",47023395,21
"Nikhil","Livingston","M",2004-11-19,5,"UG","(928) 674-7486",37460171,20
"Adriel","Sosa","M",2002-07-19,1,"UG","(514) 551-6443",44677175,22
"Daniela","Ballard","F",2001-12-17,5,"UG","(408) 731-9957",33427207,23
"Kinsley","Bush","F",2000-06-23,1,"UG","(301) 452-4198",43074013,24
"Lola","Holloway","F",1978-05-02,3,"UG","(504) 258-9982",37044453,47
"Violet","Calderon","F",2003-02-21,5,"UG","(515) 340-9766",44017099,22
"Alexus","Chase","",1986-05-21,8,"PG","(588) 548-5745",34496990,39
"Ralph","Mann","M",2000-09-05,3,"UG","(425) 230-7920",48004381,24
"Emilia","Lowe","F",2005-06-07,10,"UG","(266) 280-5109",39400394,19
"Mattie","Gray","F",1986-03-29,6,"PG","(814) 666-9706",45958747,39
"Philip","Hurst","M",2005-05-12,7,"UG","(850) 786-7792",35987749,20
"Rey","Patterson","M",1973-09-18,3,"PG","(445) 203-1701",34778621,51
"Giovanni","Sellers","M",2001-09-11,1,"UG","(534) 310-5941",50721991,23
"Jazmin","Pineda","F",2004-06-09,7,"UG","(410) 346-8632",47175111,20
"Tatiana","Holland","F",1989-05-15,1,"PG","(357) 260-8179",38031055,36
"Hayley","Shelton","F",2002-11-06,1,"UG","(813) 470-5410",40659706,22
"Angelica","Ross","F",2000-08-06,5,"UG","(485) 410-0504",46886966,24
"Cloe","Kidd","F",2000-04-26,10,"UG","(400) 614-3544",43972220,25
"Livia","Dunlap","F",2005-09-28,2,"UG","(424) 608-1952",37959511,19
"Carlie","Baldwin","F",2000-04-20,5,"UG","(652) 409-8055",37824170,25
"Louis","Baxter","M",1975-06-17,3,"PG","(218) 720-6553",38716014,49
"Melvin","Wilcox","M",2001-07-31,3,"UG","(506) 202-2266",43355531,23
"Arianna","Mcgrath","F",2004-01-11,4,"UG","(814) 550-1498",47843500,21
"Kolby","Carpenter","M",2003-07-24,10,"UG","(717) 685-7701",50758799,21
"Ronald","Zuniga","M",2004-03-31,10,"UG","(787) 752-6443",43226918,21
"Ronin","Leonard","M",1992-04-08,3,"UG","(744) 578-7437",36562306,33
"Salvador","Simon","M",2003-08-01,1,"UG","(467) 744-5995",36860724,21
"Camilla","Davenport","F",2003-12-29,5,"UG","(578) 992-1718",42771537,21
"Jaycee","Haley","F",2001-12-07,8,"UG","(320) 646-2186",42196564,23
"Kasen","Mcfarland","M",2005-05-04,10,"UG","(624) 892-5824",42186208,20
"Paisley","Maxwell","F",1977-02-25,5,"PG","(941) 505-1515",48295545,48
"Mathias","Smith","M",1974-08-28,3,"PG","(843) 528-4531",43119896,50
"Braeden","Riggs","M",1967-08-09,1,"PG","(694) 945-6352",34938141,57
"Kathleen","James","F",2000-04-14,7,"UG","(606) 784-4456",43405062,25
"Jayda","English","F",2001-11-04,7,"UG","(681) 510-2210",33776275,23
"Gracie","Werner","F",2005-11-08,10,"UG","(508) 831-4076",50679687,19
"Emily","Jarvis","F",2004-04-17,8,"UG","(676) 891-6959",33970015,21
"Zain","Sellers","M",2003-10-25,3,"UG","(358) 595-0655",46230631,21
"Jacqueline","Craig","F",2002-11-16,7,"UG","(527) 927-6760",43828346,22
"Rafael","Hayden","M",2003-03-11,9,"UG","(631) 877-9300",40460593,22
"Derrick","Brady","M",1991-08-09,1,"PG","(870) 273-9785",46884180,33
"Yusuf","Cooley","M",1973-05-08,3,"UG","(693) 614-7111",34922164,52
"Johnny","Williamson","M",2002-11-07,1,"UG","(682) 472-2291",36277558,22
"Paul","Richmond","M",1971-10-23,3,"PG","(459) 343-0119",38212482,53
"Ivan","Glover","M",2004-11-24,10,"UG","(970) 322-6091",49549403,20
"Jocelyn","Sweeney","F",1999-11-26,1,"UG","(309) 539-3769",42258582,25
"Blake","Ramirez","M",2001-12-23,3,"UG","(337) 584-0223",42475072,23
"Sammy","Weeks","M",1966-12-14,5,"PG","(349) 997-3088",37859990,58
"Belen","Powell","F",2002-07-29,5,"UG","(500) 266-5984",36262677,22
"Itzel","Huber","F",2001-11-23,1,"UG","(215) 755-9651",34709983,23
"Natalia","Harmon","F",2004-03-07,1,"UG","(829) 897-4236",42799117,21
"Cassandra","Stephenson","F",2003-01-24,7,"UG","",42220642,22
"Heidy","Patton","F",1999-10-10,8,"UG","(501) 328-4362",45013485,25
"Pamela","Peck","F",2001-12-09,5,"UG","(681) 994-7082",45204852,23
"Tiara","Carson","F",1979-04-05,7,"PG","(954) 791-6061",36962791,46
"Haley","Clements","F",2001-09-30,1,"UG","(475) 567-1486",45094080,23
"Rohan","Browning","M",2000-08-09,8,"UG","",38501918,24
"Jillian","Kline","F",2000-12-28,10,"UG","(695) 358-9893",50472847,24
"Eden","Harper","F",1993-04-16,5,"PG","(258) 435-9345",43887182,32
"Marcel","Li","M",2005-12-02,8,"UG","(298) 919-8890",44987371,19
"Trevor","Townsend","M",2000-07-27,6,"UG","(496) 595-9941",35236910,24
"Macy","Turner","F",1985-09-24,4,"PG","(212) 468-1167",46501263,39
"Gunnar","Rosales","M",2005-04-06,8,"UG","(328) 698-3650",40806101,20
"Janiah","Welch","F",2005-11-15,5,"UG","(766) 371-6087",34816623,19
"Adam","Nunez","M",2002-12-09,7,"UG","(868) 458-9794",40350093,22
"Jeramiah","Glover","M",2000-12-12,4,"UG","(418) 977-0117",49990684,24
"Tess","Bartlett","F",2002-10-19,5,"UG","(242) 836-6780",34000345,22
"Annika","Baxter","F",2002-01-01,2,"UG","(782) 523-2310",46389509,23
"Donovan","Barrett","M",1977-04-27,3,"PG","(446) 752-7723",49600909,48
"Denise","Mcneil","F",1981-01-27,1,"PG","(537) 784-4670",44510162,44
"Holden","Wood","M",2000-04-04,10,"UG","(557) 264-7515",44362093,25
"Amara","Skinner","F",1978-08-10,3,"PG","(876) 397-7904",35952214,46
"Cassie","Booth","F",2002-01-17,3,"UG","(445) 371-3696",40525543,23
"Samson","Newman","M",1978-05-18,6,"UG","(576) 906-0026",38329227,47
"Ross","Sellers","M",2005-08-17,5,"UG","(319) 731-6603",46977630,19
"Brooke","Delgado","F",2005-02-07,2,"UG","(812) 382-5639",32565994,20
"Jayla","Eaton","F",2004-05-20,5,"UG","(804) 741-0564",34017444,21
"Kierra","Duke","F",1996-07-28,5,"PG","(527) 964-7006",36561295,28
"Colin","Martinez","M",2002-11-23,2,"UG","(805) 680-6642",47468256,22
"Lucy","Mata","F",2004-07-12,5,"UG","(363) 950-5526",33262785,20
"Fernando","Mcdonald","M",2006-01-17,4,"UG","(799) 840-9311",46150131,19
"Franklin","Fuentes","M",2005-02-07,4,"UG","(571) 323-2614",36175067,20
"Donavan","Herrera","M",1977-09-24,4,"PG","(895) 708-5965",50812117,47
"Mariana","Bray","F",2000-04-13,8,"UG","(402) 463-4799",38914820,25
"Brylee","Mcdowell","F",2004-10-27,5,"UG","(353) 804-1593",50450637,20
"Alani","Jacobs","",2002-05-20,1,"UG","(951) 572-6711",42544620,23
"Litzy","Best","F",1989-10-06,5,"PG","(320) 232-0270",44135548,35
"Kathryn","Walter","F",2000-07-09,8,"UG","(887) 571-0221",46569612,24
"Averie","Munoz","F",1971-02-26,10,"PG","(587) 441-7078",32622547,54
"Talia","Sharp","F",2003-02-07,3,"UG","(903) 412-2527",49549287,22
"Daniel","Wu","M",2004-01-24,10,"UG","(550) 603-0560",38594048,21
"Alexa","Trevino","F",2004-03-13,3,"UG","(325) 813-5319",41512371,21
"Elliott","Simpson","M",1999-11-26,2,"UG","(554) 271-9183",38193657,25
"Elisa","Noble","",2001-05-04,1,"UG","(338) 727-9122",45806264,24
"Ashly","Carney","F",2004-08-16,4,"UG","(201) 833-8869",42815671,20
"Raegan","Case","F",1996-02-12,1,"UG","(946) 942-5608",36467314,29
"Mathias","Rosario","M",2005-04-30,10,"UG","(924) 588-1113",39475436,20
"Erik","Beck","M",2000-04-02,6,"UG","(917) 893-2219",46762378,25
"Braiden","Stein","M",2002-11-28,2,"UG","(655) 343-3096",38220206,22
"Sabrina","Green","F",1999-11-14,5,"UG","(429) 610-9348",48165919,25
"Kathleen","Bender","F",2002-04-11,6,"UG","(306) 748-0975",48627894,23
"Jean","Torres","M",2005-09-15,10,"","(906) 481-7810",46602667,19
"Abram","Haney","M",1982-11-02,4,"PG","(475) 282-0969",34166803,42
"Rex","Sanchez","M",2004-04-08,6,"UG","(510) 712-9417",33774803,21
"Natalia","Santos","F",2003-05-09,7,"UG","(322) 906-3661",41927206,22
"Devan","Mitchell","M",1999-10-17,10,"UG","(353) 357-4019",44968746,25
"Eugene","Fuentes","M",2001-05-06,3,"UG","(579) 371-4201",43619264,24
"Cherish","Prince","F",2005-09-15,5,"UG","(635) 940-2709",34598210,19
"German","Cortez","M",1968-09-03,6,"PG","(695) 876-3416",45332605,56
"Crystal","Riggs","F",2004-04-18,9,"UG","(583) 721-0276",46892549,21
"Maryjane","Terrell","F",1999-11-01,1,"UG","(456) 644-6783",49468078,25
"Kristin","Burns","F",2005-11-22,10,"UG","(283) 995-7069",48011978,19
"Faith","Mckee","F",2001-05-05,2,"UG","(259) 259-5545",46558048,24
"Sylvia","Miles","F",2005-10-23,5,"UG","(986) 797-9389",40673676,19
"Jose","Wood","M",1965-05-05,5,"PG","(994) 942-1811",35995658,60
"Chance","Mcclain","M",2002-10-29,3,"UG","(232) 482-4241",41490531,22
"Zane","Hays","M",2001-05-03,1,"UG","(459) 252-5694",35830861,24
"Derek","Dudley","M",1988-11-19,3,"PG","(650) 230-2462",33499818,36
"Orlando","Chaney","M",2000-09-30,5,"UG","(545) 555-5819",50121008,24
"Lillian","Ewing","F",1984-01-15,4,"PG","(940) 544-7839",39878209,41
"Trevon","Hayes","M",2004-08-11,4,"UG","(212) 757-0003",43623565,20
"Rayne","Preston","F",2003-01-26,10,"UG","(771) 376-6032",39323407,22
"Hadassah","Bass","F",2005-08-13,4,"UG","(218) 404-6119",50592085,19
"Ashlee","Ochoa","F",1986-11-24,3,"PG","(880) 310-0165",45911812,38
"Armani","Molina","F",1984-03-16,3,"PG","(797) 729-7717",42005051,41
"Harper","Mcmahon","F",2003-02-06,10,"UG","(626) 295-6833",45135092,22
"Fatima","Yang","F",1984-12-31,7,"PG","(896) 508-1538",48432405,40
"Mckinley","Massey","F",2001-06-09,10,"UG","(508) 651-5994",47619073,23
"Kristin","Finley","F",2003-12-31,3,"UG","(953) 233-1855",34028799,21
"Maggie","Casey","F",2005-08-15,2,"UG","(889) 291-6065",39231335,19
"Eli","Kelley","M",2000-09-09,6,"UG","(340) 713-1796",43504590,24
"Michael","Hayden","M",2002-08-02,3,"UG","(225) 942-1815",44650712,22
"Eliza","English","F",2001-07-29,5,"UG","(770) 359-7256",45314184,23
"Phoenix","Day","F",2004-05-28,10,"UG","(225) 412-4919",35124525,21
"Londyn","Long","F",2003-06-14,1,"UG","(710) 876-2280",48437791,21
"Kenny","Curtis","M",2003-01-16,6,"UG","(912) 905-2335",39004066,22
"Tatiana","Monroe","F",2002-07-13,5,"UG","(247) 580-2902",35133679,22
"Nathalia","Cole","F",1995-08-22,5,"PG","(837) 509-3425",33381448,29
"Zane","Lester","M",1995-11-04,9,"PG","(373) 794-2126",49076086,29
"Kiersten","Atkins","F",1963-03-01,5,"PG","(297) 787-9468",50005226,62
"Rene","Jacobs","M",2004-06-11,6,"UG","(569) 490-6654",40923336,20
"Beatrice","Cowan","F",2003-07-01,2,"UG","(708) 794-7092",39381902,21
"Tristin","Dudley","M",1997-03-21,4,"PG","(717) 235-9454",49669796,28
"Brice","Good","M",2001-12-08,10,"UG","(704) 918-9898",50554150,23
"Aryana","Andrade","F",2004-06-06,3,"UG","(250) 534-8536",36183286,20
"Donovan","Hicks","M",2005-09-13,2,"UG","(313) 969-3909",50724736,19
"Kason","Gates","",1988-03-14,2,"PG","(992) 523-5464",33309523,37
"Gilberto","Cardenas","M",1979-03-24,4,"PG","(532) 994-9751",46527353,46
"Emelia","Roberts","F",1990-07-15,1,"PG","(323) 790-8044",45659140,34
"Liana","Soto","F",2002-10-09,3,"UG","(272) 594-6556",40122475,22
"Amira","","F",2001-01-22,2,"UG","(787) 909-4535",45436006,24
"Alfredo","Carson","M",2000-03-13,10,"UG","(992) 852-0327",35594270,25
"Jadyn","Garrett","F",2001-10-10,8,"UG","(619) 872-9607",47970509,23
"Naima","Case","F",1977-04-10,3,"UG","(617) 794-0397",40054374,48
"Mackenzie","Leon","F",2005-04-02,10,"UG","(325) 768-3968",46857923,20
"Angeline","Harper","F",1982-04-11,8,"PG","(281) 608-1554",37134877,43
"Laylah","Wilkins","F",2002-02-12,10,"UG","(359) 388-7639",43182283,23
"Cristian","Hickman","M",2004-11-29,7,"UG","(583) 672-6128",45704763,20
"Tatiana","Blankenship","F",2000-08-10,7,"UG","(812) 201-1403",48745131,24
"Diego","Obrien","M",2000-11-11,8,"UG","(463) 356-2438",46213203,24
"Sariah","Cannon","F",2002-04-19,7,"UG","(869) 637-0666",33111431,23
"Ryleigh","Fernandez","F",1981-06-09,1,"PG","(851) 882-1212",36743362,43
"Patricia","Newton","F",2005-07-09,9,"UG","(288) 564-2376",51004075,19
"Ignacio","Allison","M",2006-02-08,2,"UG","(698) 806-9398",35864638,19
"Simone","Crosby","F",2002-01-18,3,"UG","(551) 740-9472",46318306,23
"Jayda","Baker","F",1999-12-11,4,"UG","(392) 948-3410",33543979,25
"Finnegan","Hansen","M",2001-06-23,3,"UG","(334) 792-8024",38657092,23
"Geovanni","Mcclure","M",2000-12-14,1,"UG","(879) 377-5017",51174386,24
"Fabian","Howard","M",1965-10-09,4,"PG","(855) 445-1610",42109923,59
"Leonel","Brown","M",1964-10-18,4,"UG","(971) 930-2179",36854388,60
"Janessa","Newman","F",2002-01-05,5,"UG","(780) 868-4100",48225956,23
"Nathanael","Pena","M",2004-11-25,3,"UG","(509) 853-6606",39140110,20
"Sydnee","Sims","F",2004-06-04,8,"UG","(534) 692-1706",32404068,20
"Camille","Medina","F",2005-10-22,7,"UG","(482) 524-7708",48731270,19
"Kristen","Gates","F",2001-02-26,10,"UG","(375) 860-0930",44643328,24
"Landin","Wheeler","M",2003-05-02,2,"UG","(954) 522-7386",44503629,22
"Cesar","Mckinney","M",2005-07-08,6,"UG","(448) 566-9186",38952264,19
"Simeon","Callahan","M",2002-09-04,6,"UG","(450) 392-5725",47404337,22
"Damien","Strong","M",2004-05-18,4,"UG","(841) 704-2810",46023826,21
"Iliana","Barber","F",2003-11-16,9,"UG","(775) 752-3876",33265006,21
"Ahmed","Mercer","M",2002-02-13,5,"UG","(490) 909-5064",44077425,23
"Helen","Heath","F",2002-07-15,1,"UG","(379) 255-9643",37438391,22
"Cyrus","Brown","M",2001-11-18,4,"UG","(888) 307-9645",41369736,23
"Anika","Hanson","F",2001-07-20,10,"UG","(676) 242-6960",33483573,23
"Michelle","Villarreal","F",2000-02-04,4,"UG","(304) 920-1372",42396705,25
"Hector","Herring","M",2002-01-21,3,"UG","(937) 919-9100",43083568,23
"Liberty","Mclaughlin","F",1976-01-29,5,"PG","(508) 271-2817",32718708,49
"Joaquin","Krueger","",2000-04-21,5,"UG","(450) 527-5263",49194813,25
"Shyla","Novak","F",2005-09-09,3,"UG","(559) 527-8858",50801915,19
"Andy","Lawson","M",2005-10-17,6,"UG","(794) 873-3020",47410479,19
"Alexis","Vega","M",2002-03-17,6,"UG","(778) 570-3291",42301753,23
"River","Woodard","M",1989-09-02,2,"PG","(258) 753-1523",32739211,35
"Zane","Lindsey","M",1999-12-01,6,"UG","(444) 787-0308",48453153,25
"Darnell","Everett","M",1971-06-04,3,"PG","(480) 786-8458",33629250,53
"Sienna","Bruce","F",2002-06-06,5,"UG","(311) 414-9559",37698986,22
"Denise","Mccann","",2000-03-18,6,"UG","(796) 447-4140",44310259,25
"Dallas","Lucas","M",1999-11-08,8,"UG","(629) 555-4264",44554732,25
"Jonathan","Huber","M",2001-03-14,8,"UG","(787) 871-9023",46650593,24
"Joey","Braun","M",1981-01-08,1,"UG","(820) 894-6855",38120472,44
"Ciara","Mclaughlin","F",2005-12-15,1,"UG","(594) 403-1031",45195811,19
"Julissa","Beltran","F",2005-05-07,4,"UG","(668) 915-3606",50504203,20
"Chaz","Moody","M",2005-10-09,6,"UG","(959) 570-7909",45603915,19
"Zachary","Berg","M",1987-08-15,6,"UG","(512) 872-2907",39030428,37
"Annalise","Valencia","F",2000-09-12,1,"UG","(973) 952-6543",49606602,24
"Harrison","Phillips","M",2005-01-28,4,"UG","(337) 998-9075",44956504,20
"Melany","Watson","F",2000-09-18,7,"UG","(823) 655-2018",39149816,24
"Casey","Liu","M",2000-02-02,1,"UG","(338) 580-4002",32205019,25
"Karlee","Nixon","F",1996-05-15,5,"PG","(516) 449-7681",49529102,29
"Miya","Fowler","F",1975-12-23,1,"PG","(690) 830-5770",41012452,49
"Amari","Grant","F",2004-12-09,5,"UG","(923) 418-5927",35305562,20
"Mariyah","Strong","F",2005-07-24,7,"UG","(637) 374-3695",33868864,19
"Alia","Figueroa","F",2002-08-01,1,"UG","(992) 653-3012",50881135,22
"Elvis","Carroll","M",2003-09-08,5,"UG","(942) 553-3810",50902035,21
"Juliana","Rivera","F",1977-10-16,9,"PG","(633) 501-8318",35332627,47
"Hana","Guzman","F",2003-08-23,1,"UG","(306) 674-0226",37460408,21
"Shaniya","Nguyen","F",2002-04-19,1,"UG","(835) 364-2238",40298357,23
"Chasity","Burch","F",2004-12-23,6,"UG","(916) 535-8468",49938990,20
"Cassidy","Henderson","F",2002-10-27,4,"UG","(443) 924-8646",32267361,22
"Jamir","Greene","M",1990-01-23,3,"PG","(514) 729-5811",43025288,35
"Valentin","Skinner","M",2001-04-04,6,"UG","(675) 680-9570",47724054,24
"Chelsea","Mercer","F",2003-07-13,3,"","(478) 753-6255",37264736,21
"Katie","Noble","F",2002-01-29,9,"UG","(645) 347-3842",45049016,23
"Bria","Lucas","F",1963-12-10,8,"UG","(213) 950-3613",37778555,61
"Maritza","Booth","F",1974-10-12,8,"PG","(460) 828-1366",33744615,50
"Piper","Baldwin","F",2001-10-12,1,"UG","(885) 204-2008",46320130,23
"Tianna","Patel","F",2003-04-07,7,"UG","(444) 593-4622",32359572,22
"Jared","Stark","M",1979-05-09,2,"PG","(602) 583-4550",51007847,46
"Calvin","Cline","M",2000-06-07,4,"UG","(344) 289-7260",38052059,24
"Jonah","Copeland","M",2000-11-25,5,"UG","(959) 513-3812",43158472,24
"Devyn","Smith","M",2001-05-26,6,"UG","(962) 224-9843",43370803,24
"Salvador","Rivers","M",2001-09-23,7,"UG","(814) 495-4265",38652405,23
"Emilia","Morris","F",1974-11-24,5,"PG","(249) 862-7133",48508490,50
"Tatiana","Bean","F",2001-09-16,3,"UG","(557) 311-8686",39898110,23
"Aiyana","Gould","F",1962-10-02,6,"UG","(825) 756-3170",41519466,62
"Keenan","Parrish","M",2002-04-21,6,"UG","(732) 850-2263",48661094,23
"Brynlee","Huerta","F",2005-05-21,5,"UG","(386) 510-0676",34691268,20
"Journey","Lucas","F",2005-07-18,1,"UG","",36035590,19
"Damaris","Watson","F",2005-11-13,9,"UG","(765) 241-7330",50160443,19
"Jamison","Haney","M",1977-12-18,5,"PG","(531) 653-1975",40320557,47
"Averie","Patton","F",2005-01-12,9,"UG","(638) 683-5294",33571980,20
"Joyce","Perez","F",2001-12-05,8,"UG","(429) 245-0567",38683300,23
"Kieran","Blair","M",1999-10-31,7,"UG","(939) 335-0464",35964659,25
"Yadira","Pineda","F",1990-07-28,7,"PG","(514) 909-2731",42764839,34
"Lyla","Best","F",2001-08-30,7,"UG","(499) 814-0693",50891104,23
"Dallas","Rowland","M",2003-07-31,8,"UG","(340) 556-0996",40341446,21
"Lauryn","Robbins","F",2003-12-30,8,"UG","(990) 503-3707",36823160,21
"Emma","Conrad","F",1999-01-24,2,"UG","(780) 558-0449",37412886,26
"Seamus","Preston","M",1997-02-24,1,"PG","(575) 220-3556",35303543,28
"Jaylan","Mahoney","M",2002-03-25,4,"UG","(306) 758-6543",43287897,23
"Dylan","Rios","F",2004-09-04,3,"UG","(276) 785-8086",34224660,20
"Isabelle","Davis","F",2005-06-24,8,"UG","(629) 579-2969",50989770,19
"Ava","Hancock","F",1972-08-26,1,"PG","(676) 972-7087",36893262,52
"Giancarlo","Kelly","M",2003-05-29,1,"UG","(668) 553-9913",41083268,22
"John","Ford","M",2005-10-10,6,"UG","(213) 842-3065",43137245,19
"Elle","Wolf","F",2003-03-11,10,"UG","(332) 630-2350",43552687,22
"Lamont","Hutchinson","M",2002-11-26,3,"UG","(741) 951-6769",42803518,22
"Brooklyn","Flynn","F",2004-06-19,7,"UG","(203) 874-0736",40670748,20
"Jayden","Newman","F",1969-09-23,8,"PG","(870) 733-1069",43302578,55
"Justine","Arroyo","F",1965-10-29,2,"UG","(433) 472-8546",43047093,59
"Wendy","Caldwell","F",2003-02-28,1,"UG","(880) 495-6783",41218064,22
"Trevor","Andrews","M",1992-06-25,7,"PG","(751) 731-4265",NA,32
"Jordon","Crane","M",2001-03-13,2,"UG","(792) 879-1506",39002113,24
"Chasity","Arnold","F",2006-01-08,8,"UG","(428) 922-4422",32168189,19
"Ramon","Coleman","M",2002-06-17,1,"UG","(289) 563-5922",43721588,22
"Jaelyn","Walsh","F",2004-12-22,4,"UG","(734) 404-1781",46322152,20
"Regan","Sawyer","F",2001-10-06,7,"UG","(827) 548-1205",41706011,23
"Lorena","Lambert","F",1976-09-22,6,"PG","",34696847,48
"Serenity","Roach","F",2001-06-09,10,"UG","(902) 738-2710",51124012,23
"Avah","Ballard","F",2001-09-23,1,"UG","(704) 254-1395",35781672,23
"Abbie","Lowery","F",2005-06-22,5,"UG","(520) 349-5731",33668289,19
"Ayanna","Snyder","F",2005-03-10,1,"UG","(634) 658-5665",50982554,20
"Claire","Holland","F",2000-03-12,10,"UG","(696) 426-7283",41437431,25
"Miles","Friedman","M",2000-12-14,4,"UG","(371) 861-6552",35392354,24
"Pranav","Webster","M",2001-09-30,8,"UG","(665) 317-2872",38990450,23
"Rhett","Bates","M",1978-08-24,9,"PG","(768) 355-6794",51023203,46
"Samara","Barber","F",1988-11-07,4,"PG","(688) 259-9604",35513400,36
"Jensen","Ochoa","M",2000-11-09,8,"UG","(876) 889-5157",49483156,24
"Yazmin","Mathis","F",2001-12-29,8,"UG","(226) 431-1929",34340240,23
"Alisson","Bentley","F",2000-04-26,7,"UG","(746) 581-5762",39275442,25
"Mckinley","Hunt","F",2003-02-18,10,"UG","(341) 246-9512",50843645,22
"Kamren","Berg","M",1976-06-17,5,"PG","(798) 492-2761",47610888,48
"Sage","Juarez","F",2004-03-22,2,"UG","(850) 701-1382",36715986,21
"Rowan","Sampson","F",1970-05-13,10,"PG","(531) 769-8435",43492831,55
"Shayla","Pennington","F",1994-08-07,6,"PG","(290) 540-1732",48197389,30
"Allan","Rowland","M",1999-10-29,1,"UG","(332) 512-0282",38130357,25
"Tomas","Chandler","M",1997-11-08,6,"UG","(352) 656-5397",41206437,27
"Lea","Rasmussen","F",2001-04-19,1,"UG","(977) 495-2025",43985258,24
"Grady","Garrison","M",2003-05-01,4,"UG","(540) 885-4162",47079010,22
"Hana","Carney","F",2003-09-20,9,"UG","(388) 661-4466",35170030,21
"Alden","Gonzales","M",2001-05-31,6,"UG","(407) 704-7755",40937330,24
"Davis","Smith","M",2005-01-27,3,"UG","(363) 529-9032",32534778,20
"Amari","Miles","F",2003-06-25,5,"UG","(536) 567-9288",35287922,21
"Natasha","Sanchez","",1976-04-26,1,"PG","(563) 765-1725",49015578,49
"Raina","Avila","F",2004-12-06,7,"UG","(251) 514-0650",42458593,20
"Terry","Morris","M",2005-06-01,5,"UG","(648) 927-1059",41600159,19
"Tamara","Smith","F",2004-02-17,4,"UG","(838) 975-2143",47389461,21
"Leia","Burch","F",2002-04-29,8,"UG","(717) 960-6671",33177452,23
"Nathaniel","Simpson","M",2003-12-14,7,"UG","(237) 397-5157",38067891,21
"Jaylan","Madden","M",1988-07-03,8,"PG","(816) 933-0219",39627261,36
"Kamden","Perry","M",2001-01-11,1,"UG","(962) 750-1936",41900009,24
"Davion","Gamble","M",1992-10-10,9,"UG","(806) 322-1149",40871651,32
"Diamond","Roach","F",2003-08-19,3,"UG","(693) 784-9275",36448515,21
"Marlee","Mcdaniel","F",2005-07-06,3,"UG","(304) 788-2849",46329156,19
"Gracie","Gould","F",2001-12-22,2,"UG","(873) 384-0192",50972884,23
"Damarion","Ware","M",2001-03-05,4,"UG","(547) 876-2650",37572548,24
"Shirley","Hayden","F",1989-05-02,10,"PG","(510) 319-4238",38771738,36
"Lane","Lynn","M",1981-06-02,4,"PG","(205) 557-9535",35218464,43
"Brynn","Leblanc","F",2000-11-04,10,"UG","(481) 522-0705",47863711,24
"Keyon","Reilly","M",1982-03-22,6,"UG","(836) 516-8948",33275594,43
"Marisa","Cardenas","F",2003-01-01,3,"UG","(505) 263-3957",47953653,22
"Kymani","Calhoun","M",2003-09-12,7,"UG","(876) 733-8514",47556935,21
"Anastasia","Rhodes","F",1976-05-07,10,"PG","(544) 524-4642",37918476,49
"Jayleen","Campbell","F",2003-03-27,3,"UG","(341) 923-6526",43833183,22
"Demetrius","Williams","M",2002-09-23,6,"UG","(890) 980-0743",49274814,22
"Reilly","Bowers","M",2003-11-07,1,"UG","(210) 870-8659",44144930,21
